n,perspective,condition,flood_1,wind_1,flood_2,wind_2,decision,forced_decision,prior
2,predict,utility,12,120,16,140,Evacuate,Evacuate,with
2,predict,utility,12,120,16,140,Evacuate,Evacuate,without
3,predict,utility,12,120,16,140,Evacuate,Stay,with
3,predict,utility,12,120,16,140,Evacuate,Stay,without
3,predict,utility,12,120,16,140,Evacuate,Evacuate,with
3,predict,utility,12,120,18,150,Evacuate,Evacuate,without
4,predict,utility,14,120,18,140,Evacuate,Stay,with
4,predict,utility,14,120,16,140,Evacuate,Stay,without
4,predict,utility,14,120,16,140,Evacuate,Evacuate,with
4,predict,utility,14,120,16,140,Evacuate,Evacuate,without
5,predict,utility,16,120,18,140,Evacuate,Stay,with
5,predict,utility,16,120,16,140,Evacuate,Stay,without
5,predict,utility,16,120,20,140,Evacuate,Evacuate,with
5,predict,utility,16,120,16,140,Evacuate,Evacuate,without
6,predict,utility,16,120,20,140,Stay,Stay,with
6,predict,utility,16,120,16,140,Evacuate,Stay,without
6,predict,utility,16,120,20,140,Stay,Evacuate,with
6,predict,utility,16,120,16,140,Evacuate,Evacuate,without
7,predict,utility,12,120,16,140,Evacuate,Stay,with
7,predict,utility,12,120,16,140,Evacuate,Stay,without
7,predict,utility,12,120,16,140,Evacuate,Evacuate,with
7,predict,utility,12,120,16,140,Evacuate,Evacuate,without
8,predict,utility,12,120,16,140,Evacuate,Stay,with
8,predict,utility,12,120,16,140,Evacuate,Stay,without
8,predict,utility,12,120,16,140,Evacuate,Evacuate,with
8,predict,utility,12,120,16,140,Evacuate,Evacuate,without
9,predict,utility,12,120,16,140,Evacuate,Stay,with
9,predict,utility,12,120,16,140,Evacuate,Stay,without
9,predict,utility,12,120,16,140,Evacuate,Evacuate,with
9,predict,utility,12,120,16,140,Evacuate,Evacuate,without
10,predict,utility,12,120,16,140,Evacuate,Stay,with
10,predict,utility,12,120,16,140,Evacuate,Stay,without
10,predict,utility,12,120,16,140,Evacuate,Evacuate,with
10,predict,utility,12,120,16,140,Evacuate,Evacuate,without
11,predict,utility,14,120,18,140,Evacuate,Stay,with
11,predict,utility,14,120,16,140,Evacuate,Stay,without
11,predict,utility,14,120,20,140,Evacuate,Evacuate,with
11,predict,utility,14,120,16,140,Evacuate,Evacuate,without
12,predict,utility,12,120,16,140,Evacuate,Stay,with
12,predict,utility,12,120,16,140,Evacuate,Stay,without
12,predict,utility,12,120,16,140,Evacuate,Evacuate,with
12,predict,utility,12,120,16,140,Evacuate,Evacuate,without
13,predict,utility,12,120,16,140,Evacuate,Stay,with
13,predict,utility,12,120,16,140,Evacuate,Stay,without
13,predict,utility,12,120,16,140,Evacuate,Evacuate,with
13,predict,utility,12,120,16,140,Evacuate,Evacuate,without
14,predict,utility,15,120,20,140,Evacuate,Stay,with
14,predict,utility,15,120,16,140,Evacuate,Stay,without
14,predict,utility,15,120,20,140,Evacuate,Evacuate,with
14,predict,utility,15,120,24,160,Evacuate,Evacuate,without
15,predict,utility,12,120,16,140,Stay,Stay,with
15,predict,utility,12,120,16,140,Evacuate,Stay,without
15,predict,utility,12,120,16,140,Stay,Evacuate,with
15,predict,utility,12,120,16,140,Evacuate,Evacuate,without
16,predict,utility,12,120,16,140,Evacuate,Stay,with
16,predict,utility,12,120,16,140,Evacuate,Stay,without
16,predict,utility,12,120,16,140,Evacuate,Evacuate,with
16,predict,utility,12,120,16,140,Evacuate,Evacuate,without
17,predict,utility,16,150,20,160,Evacuate,Stay,with
17,predict,utility,16,150,16,140,Evacuate,Stay,without
17,predict,utility,16,150,16,140,Evacuate,Evacuate,with
17,predict,utility,16,150,16,140,Evacuate,Evacuate,without
18,predict,utility,12,120,16,140,Evacuate,Stay,with
18,predict,utility,12,120,16,140,Evacuate,Stay,without
18,predict,utility,12,120,16,140,Evacuate,Evacuate,with
18,predict,utility,12,120,16,140,Evacuate,Evacuate,without
19,predict,utility,12,120,16,140,Stay,Stay,with
19,predict,utility,12,120,16,140,Evacuate,Stay,without
19,predict,utility,12,120,16,140,Stay,Evacuate,with
19,predict,utility,12,120,16,140,Evacuate,Evacuate,without
20,predict,utility,16,120,20,140,Evacuate,Stay,with
20,predict,utility,16,120,16,140,Evacuate,Stay,without
20,predict,utility,16,120,16,140,Evacuate,Evacuate,with
20,predict,utility,16,120,16,140,Evacuate,Evacuate,without
